"street_block","street_use","neighbourhood","street_length"
"2100 TRAFALGAR ST","Residential","kitsilano",45.9854068381938
"4600 ELM ST","Residential","arbutus-ridge",96.2895677160154
"6500 MARINE CRESCENT","Residential","kerrisdale",139.162763310659
"2400 W 47TH AV","Residential","kerrisdale",102.563087536454
"6300-6400 VINE ST","Residential","kerrisdale",49.7245442516434
"1000-1100 WOLFE AV","Secondary Arterial","fairview",11.0258914988173
"1000-1100 WOLFE AV","Secondary Arterial","shaughnessy",264.032212818553
"2700 SPRUCE ST","Residential","fairview",53.3472946829711
"2800 OAK ST","Arterial","fairview",53.2939217927837
"1100 W 70TH AV","Arterial","marpole",56.6826395043898
"9000-9200 OAK ST","Residential","marpole",165.669657547852
"1600 ANGUS DRIVE","Residential","shaughnessy",157.410915223058
"1500 ANGUS DRIVE","Residential","shaughnessy",189.693179514532
"1600 W 16TH AV","Secondary Arterial","fairview",172.711865004918
"6100-6200 ELM ST","Residential","kerrisdale",107.172008589472
"3900 W 46TH AV","Residential","dunbar-southlands",102.733153485487
"800 W 46TH AV","Residential","oakridge",49.7087475303213
"3100 OAK ST","Arterial","fairview",44.0054166899696
"3700 OAK ST","Arterial","shaughnessy",50.276827116571
"3900 LAUREL ST","Residential","south cambie",68.0253260641862
"3700 LAUREL ST","Residential","south cambie",50.276381293508
"3600 LAUREL ST","Residential","south cambie",50.2264035750608
"3600 LAUREL ST","Residential","south cambie",49.6641167041224
"3100 LAUREL ST","Residential","fairview",30.1478409025707
"2300 W 6TH AV","Residential","kitsilano",172.407684879317
"2200 W 8TH AV","Residential","kitsilano",172.390292655388
"1500 BALSAM ST","Residential","kitsilano",48.9694469731304
"1900 BALSAM ST","Residential","kitsilano",48.5850490658015
"2300 BALSAM ST","Residential","kitsilano",93.2357402575226
"9200 HUDSON ST","Residential","marpole",50.6750677637401
"1500 W 70TH AV","Arterial","marpole",47.3833333143546
"8300-8500 CARTIER ST","Residential","marpole",121.583736560229
"8300-8500 CARTIER ST","Residential","marpole",129.219737753948
"1600 W 68TH AV","Residential","marpole",113.408564547305
"8100-8200 ADERA ST","Residential","marpole",50.204540610379
"1300 E 62ND AV","Residential","sunset",169.760980018107
"3700 BALSAM ST","Residential","arbutus-ridge",50.2655721639103
"3400 VINE ST","Residential","arbutus-ridge",50.2739414101526
"3500 VINE ST","Residential","arbutus-ridge",49.6803889384554
"3700 VINE ST","Residential","arbutus-ridge",50.2702730951927
"3600 YEW ST","Residential","arbutus-ridge",49.6249655315776
"4700 BALACLAVA ST","Residential","dunbar-southlands",52.7115649651621
"3000-3100 W 32ND AV","Residential","dunbar-southlands",200.535567841513
"6300 WILLOW ST","Residential","oakridge",43.1281907378472
"1300-1400 E 10TH AV","Residential","kensington-cedar cottage",279.247111973917
"1300-1400 E 10TH AV","Residential","mount pleasant",2.2163738665167
"2400 MCLEAN DRIVE","Residential","grandview-woodland",55.2842516889137
"2500 COMMERCIAL DRIVE","Secondary Arterial","grandview-woodland",4.65286203356391
"2500 COMMERCIAL DRIVE","Secondary Arterial","kensington-cedar cottage",52.1803272855407
"1200 E 10TH AV","Residential","mount pleasant",47.2526795958106
"3100 E 1ST AV","Arterial","hastings-sunrise",183.847125405846
"3000 E 1ST AV","Arterial","hastings-sunrise",183.717874954825
"2900 E 3RD AV","Residential","hastings-sunrise",30.0530886599709
"1600 VINE ST","Residential","kitsilano",49.1548453862949
"1500 VINE ST","Residential","kitsilano",49.2043861974518
"400 W 13TH AV","Residential","fairview",4.6077048051258
"400 W 13TH AV","Residential","mount pleasant",138.29608723997
"500 W 20TH AV","Residential","south cambie",161.884177638705
"500 W 21ST AV","Residential","south cambie",66.7400353865553
"1400-1500 E 62ND AV","Residential","victoria-fraserview",169.782464373904
"1600 E 62ND AV","Residential","victoria-fraserview",92.9446647260652
"1600 E 61ST AV","Residential","victoria-fraserview",51.7786494715564
"7600 ARGYLE ST","Collector","victoria-fraserview",92.8284296169403
"7700 JASPER CRESCENT","Residential","victoria-fraserview",87.935388088462
"1800 PRESTWICK DRIVE","Residential","victoria-fraserview",38.5247577545112
"7600 JASPER CRESCENT","Residential","victoria-fraserview",94.6728936683564
"1500-1600 E 58TH AV","Residential","victoria-fraserview",148.017318055199
"1700 E 59TH AV","Residential","victoria-fraserview",39.8294050668667
"1700 UPLAND DRIVE","Residential","victoria-fraserview",52.1927041552662
"1400-1500 E 60TH AV","Residential","victoria-fraserview",221.110749024451
"1400-1500 E 60TH AV","Residential","sunset",0.937684911959869
"2900 SOPHIA ST","Residential","mount pleasant",50.2097504551148
"4300 QUESNEL DRIVE","Residential","arbutus-ridge",72.4977055333927
"2800 W KING EDWARD AV","Arterial","arbutus-ridge",163.734297094099
"2900 CROWN ST","Residential","west point grey",50.266944973975
"2600 WALLACE ST","Residential","west point grey",50.2714002299855
"2900 WALLACE ST","Residential","west point grey",50.2712727707376
"400 GRANVILLE ST","Arterial","downtown",51.7832009818657
"300 GRANVILLE ST","Arterial","downtown",50.3218089494157
"400 SEYMOUR ST","Arterial","downtown",49.6746403306082
"500 THURLOW ST","Arterial","downtown",51.8242673082078
"900 THURLOW ST","Arterial","west end",55.2778001369178
"1300 W GEORGIA ST","Arterial","downtown",140.957745218316
"800 CARDERO ST","Residential","west end",55.0190414313891
"700 BROUGHTON ST","Arterial","west end",54.9702844551163
"500 BUTE ST","Arterial","downtown",27.1602012507547
"600 JERVIS ST","Arterial","downtown",60.2714218870845
"1300 W PENDER ST","Arterial","downtown",150.375631175043
"3900 SOPHIA ST","Residential","riley park",50.5057527910207
"1600 E PENDER ST","Residential","grandview-woodland",163.152975888896
"400 WOODLAND DRIVE","Residential","grandview-woodland",55.6194051102339
"900 WOODLAND DRIVE","Residential","grandview-woodland",52.2252353766839
"700 WOODLAND DRIVE","Residential","grandview-woodland",50.4717753307141
"0 GORE AV","Residential","strathcona",53.6352294774325
"1000 BEACH AV","Arterial","west end",106.18332416106
"7000 BALMORAL ST","Residential","victoria-fraserview",41.2387410347151
"3200 KASLO ST","Residential","renfrew-collingwood",54.4328941716558
"6400 GRANVILLE ST","Arterial","oakridge",54.5182010427357
"1300 TRIMBLE ST","Residential","west point grey",61.9467698269739
"2000-2100 DRUMMOND DRIVE","Residential","west point grey",104.476497400559
"800 E 30TH AV","Residential","kensington-cedar cottage",48.4643590701028
"4400 WINDSOR ST","Residential","kensington-cedar cottage",46.7562261618396
"4500-4600 ELGIN ST","Residential","kensington-cedar cottage",233.906756384356
"4500-4600 CULLODEN ST","Residential","kensington-cedar cottage",229.295676544094
"700 E 29TH AV","Residential","kensington-cedar cottage",26.4185650812811
"700 E 26TH AV","Residential","kensington-cedar cottage",49.6945852281834
"1400 BALSAM ST","Residential","kitsilano",16.1360274239903
"1400 YEW ST","Residential","kitsilano",16.1694556492921
"1300-1400 ARBUTUS ST","Residential","kitsilano",126.60537007981
"5700 EAST BOULEVARD","Residential","kerrisdale",54.0723868185235
"5100 EAST BOULEVARD","Residential","shaughnessy",54.208179924993
"4300 MAPLE ST","Residential","arbutus-ridge",49.6516826921505
"4100 CYPRESS CRESCENT","Residential","shaughnessy",121.330591409864
"4100-4200 PINE CRESCENT","Residential","shaughnessy",68.8786289451737
"4400 MAPLE ST","Residential","arbutus-ridge",49.6208230468121
"4400 MAPLE CRESCENT","Residential","shaughnessy",91.0697304112306
"4300 MARGUERITE ST","Residential","shaughnessy",105.829538645566
"1600 NANTON AV","Residential","shaughnessy",51.7870814011597
"7400-7600 MATHESON CRESCENT","Residential","killarney",100.831359953044
"7400-7600 MATHESON CRESCENT","Residential","killarney",20.6102524240825
"3300 KAMLOOPS ST","Residential","renfrew-collingwood",42.586075142126
"2600-2700 KASLO ST","Residential","renfrew-collingwood",52.0430086472245
"3400 KASLO ST","Residential","renfrew-collingwood",46.6175406555831
"2400-2500 E 21ST AV","Residential","renfrew-collingwood",179.867548000777
"2600 PENTICTON ST","Residential","renfrew-collingwood",52.1210345343571
"4200 LILLOOET ST","Residential","renfrew-collingwood",45.9071756696996
"5500-5600 BRUCE ST","Residential","kensington-cedar cottage",47.2455923865866
"1800 E 41ST AV","Arterial","kensington-cedar cottage",82.5216422163864
"5700-5800 COMMERCIAL ST","Residential","victoria-fraserview",182.727476164197
"5400 COMMERCIAL ST","Residential","kensington-cedar cottage",63.4257922683
"5300 COMMERCIAL ST","Residential","kensington-cedar cottage",72.9625867482857
"4200-4500 FLEMING ST","Residential","kensington-cedar cottage",11.8970189546945
"1200-1300 E 26TH AV","Residential","kensington-cedar cottage",48.6585699131929
"4000-4200 MILLER ST","Residential","kensington-cedar cottage",27.2211296044844
"4200-4300 PERRY ST","Residential","kensington-cedar cottage",187.278831525778
"6600-6700 EAST BOULEVARD","Residential","kerrisdale",151.07974853818
"6700 EAST BOULEVARD","Residential","kerrisdale",37.4469479259322
"7100-7200 MAPLE ST","Residential","kerrisdale",52.685018220146
"7100-7200 MAPLE ST","Residential","kerrisdale",124.422948124491
"2000 W 45TH AV","Residential","kerrisdale",52.6539302613171
"6300 EAST BOULEVARD","Residential","kerrisdale",100.184924324381
"2000 W 54TH AV","Residential","kerrisdale",52.7244551408884
"6900-7000 ARBUTUS DIVERSION","Residential","kerrisdale",114.424397193813
"7400 ARBUTUS ST","Residential","kerrisdale",9.07158470166877
"1600 E 29TH AV","Residential","kensington-cedar cottage",50.2607023930745
"1700 E 29TH AV","Residential","kensington-cedar cottage",44.7419453424349
"1700 E 29TH AV","Residential","kensington-cedar cottage",55.2395362123642
"1400 E 29TH AV","Residential","kensington-cedar cottage",79.0807851309384
"4400-4500 COMMERCIAL ST","Residential","kensington-cedar cottage",116.169227701016
"3900 W 36TH AV","Residential","dunbar-southlands",200.874602270113
"4100 CASSIAR ST","Residential","renfrew-collingwood",43.9270606547582
"4100 SKEENA ST","Residential","renfrew-collingwood",46.3253497020542
"3000 E 25TH AV","Residential","renfrew-collingwood",44.2753544198087
"3000 E 26TH AV","Residential","renfrew-collingwood",183.712863404968
"3800 WINDERMERE ST","Residential","renfrew-collingwood",49.602179641094
"4000 KOOTENAY ST","Residential","renfrew-collingwood",49.755280263319
"1000 EXPO BOULEVARD","Arterial","downtown",25.8374770059492
"2700 E 22ND AV","Collector","renfrew-collingwood",44.1521571955139
"0-100 E 60TH AV","Residential","sunset",46.2803395839929
"0-100 E 61ST AV","Residential","sunset",46.6122421901059
"7500 ONTARIO ST","Residential","sunset",99.2200035689588
"0-100 W 62ND AV","Residential","marpole",47.2075418229532
"7900 MAIN ST","Arterial","sunset",45.5498199783253
"200-300 E 58TH AV","Residential","sunset",205.517514098146
"0-100 W 61ST AV","Residential","marpole",208.161243197791
"7600 MANITOBA ST","Residential","marpole",48.2082219744523
"100 E 57TH AV","Residential","sunset",48.1187829642518
"700 E 35TH AV","Residential","riley park",1.70042558078259
"700 E 35TH AV","Residential","kensington-cedar cottage",42.8422247673411
"700 E 30TH AV","Residential","riley park",3.65339638913032
"700 E 30TH AV","Residential","kensington-cedar cottage",46.5567144844452
"0 W 38TH AV","Residential","riley park",177.892950903353
"5300 ONTARIO ST","Residential","riley park",50.2781073345937
"200 E 36TH AV","Residential","riley park",51.0447768636595
"1700 E PENDER ST","Residential","grandview-woodland",153.980386517584
"500 SALSBURY DRIVE","Residential","grandview-woodland",50.4295548268139
"1300-1400 E GEORGIA ST","Residential","grandview-woodland",218.954154353577
"700 CLARK DRIVE","Arterial","grandview-woodland",50.2415771745025
"1800 VENABLES ST","Secondary Arterial","grandview-woodland",141.639208092174
"1900 WALLACE ST","Residential","west point grey",50.7079939446844
"1600 TOLMIE ST","Residential","west point grey",42.5620879308694
"2700 COURTENAY ST","Residential","west point grey",50.2187970502893
"2900 COURTENAY ST","Residential","west point grey",50.2177094275189
"2700 TRIMBLE ST","Residential","west point grey",50.2623360471847
"1200 ISLAND PARK WALK","Residential","fairview",179.333697051586
"500 CAMPBELL AV","Residential","strathcona",50.3505920209676
"800 KEEFER ST","Residential","strathcona",172.238510294947
"800 E GEORGIA ST","Residential","strathcona",38.7370544175549
"1000 E GEORGIA ST","Residential","strathcona",26.8123724428216
"900 UNION ST","Residential","strathcona",121.627708293929
"1000 UNION ST","Residential","strathcona",50.8402632672276
"1000 UNION ST","Residential","strathcona",88.7018270937481
"1100 VENABLES ST","Secondary Arterial","strathcona",101.119046776825
"1600 PANDORA ST","Residential","grandview-woodland",162.225327801611
"8100 CHAMPLAIN CRESCENT","Collector","killarney",63.821201523353
"8200-8300 MATHESON CRESCENT","Collector","killarney",165.155872070848
"4500 COLLINGWOOD ST","Residential","dunbar-southlands",52.7100247387617
"3300-3400 W 26TH AV","Residential","dunbar-southlands",233.017068741237
"3600 W 28TH AV","Residential","dunbar-southlands",111.342510662901
"4400 DUNBAR ST","Arterial","dunbar-southlands",53.109773300207
"4400 ALMA ST","Residential","dunbar-southlands",52.6884881638385
"4200 HIGHBURY ST","Residential","dunbar-southlands",52.8242449351408
"1400 CEDAR COTTAGE MEWS","Residential","kensington-cedar cottage",121.657503015086
"3900-4000 PERRY ST","Residential","kensington-cedar cottage",212.263297927573
"3900-4200 COMMERCIAL ST","Residential","kensington-cedar cottage",158.102036205726
"1400 E 28TH AV","Residential","kensington-cedar cottage",49.2136695743352
"1500 E 39TH AV","Residential","kensington-cedar cottage",50.1001024464156
"5700-5800 LANARK ST","Residential","victoria-fraserview",41.9129923698844
"5700-5800 LANARK ST","Residential","kensington-cedar cottage",5.46935121970095
"5300-5400 FLEMING ST","Residential","kensington-cedar cottage",181.013763058222
"7700 ARBUTUS ST","Residential","kerrisdale",76.6586784431996
"2000 SW MARINE DRIVE","Arterial","kerrisdale",65.1794186938479
"6000 EAST BOULEVARD","Residential","kerrisdale",107.885731337761
"100 E 49TH AV","Secondary Arterial","sunset",46.0199363865312
"0 W 48TH AV","Residential","oakridge",133.748911412469
"6600 ONTARIO ST","Residential","oakridge",52.657367469536
"3800 W 37TH AV","Residential","dunbar-southlands",200.582111747734
"3900 W 39TH AV","Residential","dunbar-southlands",98.4424533688966
"4000 W 38TH AV","Residential","dunbar-southlands",228.174340767154
"3900 W 29TH AV","Residential","dunbar-southlands",100.506527747929
"800 TEMPLETON DRIVE","Residential","grandview-woodland",50.3175165621391
"700 GARDEN DRIVE","Residential","grandview-woodland",44.8024735934919
"900 GARDEN DRIVE","Residential","grandview-woodland",50.3031101707789
"2400 E GEORGIA ST","Residential","grandview-woodland",2.4867504595158
"2400 E GEORGIA ST","Residential","hastings-sunrise",141.888907881375
"2100 WALL ST","Residential","grandview-woodland",114.140261113472
"2200 TRINITY ST","Residential","grandview-woodland",52.8660000000382
"4200 LOCARNO CRESCENT","Residential","west point grey",52.7563572100338
"0 E 57TH AV","Residential","sunset",103.647672863932
"200 E 54TH AV","Residential","sunset",46.9941414446817
"100 E 53RD AV","Residential","sunset",46.4081791170373
"0 E 53RD AV","Residential","sunset",64.5903075856589
"6800 MAIN ST","Arterial","sunset",100.393704315767
"200 E 55TH AV","Residential","sunset",101.166579407891
"5800 MAIN ST","Arterial","sunset",50.9461621911828
"2900 W 39TH AV","Residential","dunbar-southlands",200.552754735426
"5300 CARNARVON ST","Residential","dunbar-southlands",52.6850210224474
"5300 CARNARVON ST","Residential","dunbar-southlands",52.8650237586871
"5400 CARNARVON ST","Residential","dunbar-southlands",52.8300244367741
"1800 GREER AV","Residential","kitsilano",49.9339818651779
"1400 CYPRESS ST","Residential","kitsilano",56.134772868572
"1300 CHESTNUT ST","Residential","kitsilano",100.056850740423
"1400 CHESTNUT ST","Residential","kitsilano",59.946988797593
"1700 CYPRESS ST","Residential","kitsilano",49.0054887104209
"2700 ONTARIO ST","Residential","mount pleasant",50.1368194626808
